"Year","COUNTYNAME","Sex","c0to4","c5to9","c10to14","c15to19","c20to24","c25to29","c30to34","c35to39","c40to44","c45to49","c50to54","c55to59","c60to64","c65to69","c70to74","c75to79","c80to84","c85","Total_pop"
1974,"新北市","Male",100918,101775,94026,84942,73286,54427,53178,44285,43460,46202,37204,25889,19201,11539,6408,2893,1099,415,801147
1974,"新北市","Female",95060,96398,89008,81717,79694,58441,50835,41214,32136,27889,22973,16654,13918,10259,6930,4023,1932,1108,730189
1974,"臺北市","Male",107337,117166,119959,110650,100497,76518,66943,56802,61978,73707,65648,41028,29878,15947,8449,3635,1289,520,1057951
1974,"臺北市","Female",100887,109697,112180,105050,108507,82113,69756,59841,47852,42082,34023,24168,19384,12937,8470,4811,2455,1440,945653
1974,"桃園市","Male",53776,56896,54562,46728,38802,25193,23494,21062,27913,34280,23062,14279,9534,5825,3606,1767,812,315,441906
1974,"桃園市","Female",50721,54109,51686,46027,42410,27482,25093,21560,17172,14860,11340,8661,7048,5439,3983,2554,1273,725,392143
1974,"臺中","Male",83654,87168,87201,80737,73881,48003,42006,38442,40256,43714,32277,21263,16019,9709,5576,2602,876,347,713731
1974,"臺中","Female",79455,82053,82868,77801,74190,46814,41187,36923,31576,27446,21281,16544,14026,10394,7033,3953,1637,846,656027
1974,"臺南","Male",76971,85135,97162,96302,85963,49266,41896,40460,42080,40113,31045,22454,19848,12594,7470,4021,1448,571,754799
1974,"臺南","Female",72207,80441,91305,90323,75597,43375,39729,39629,37948,31192,25547,19538,18596,12872,8062,5273,2456,1279,695369
1974,"高雄","Male",120301,123839,122056,110390,97473,66910,62172,54271,57234,62194,45750,28739,21545,11961,6267,2966,1124,399,995591
1974,"高雄","Female",112055,116511,115436,105576,99522,67459,59444,52165,42674,35670,28974,20363,17792,11668,7151,4364,1982,953,899759
1974,"宜蘭縣","Male",23974,26734,29008,27392,23199,13315,12945,12762,12301,12026,9555,7617,6786,3896,2062,772,322,126,224792
1974,"宜蘭縣","Female",22551,24872,27167,25714,21088,11283,11557,11172,10046,8399,6991,5507,4901,3930,2559,1247,600,313,199897
1974,"新竹","Male",35349,37774,40459,37766,33770,20588,18046,16399,17324,19722,16105,11150,8912,5728,3515,1827,732,316,325482
1974,"新竹","Female",33458,35534,38102,36287,32001,18459,16770,15811,14087,13109,10129,7568,6202,5004,3615,2168,1060,603,289967
1974,"苗栗縣","Male",30986,32632,36776,34988,30470,17897,15648,15156,14874,14335,10654,8327,6907,4832,3137,1708,742,287,280356
1974,"苗栗縣","Female",28495,31311,35243,33886,27583,14533,13398,13065,12799,11486,9377,7219,6201,5006,3558,2212,1037,624,257033
1974,"彰化縣","Male",64618,66676,71921,70656,63343,37385,33275,31904,30197,25846,19484,15480,13743,8971,5190,2447,871,341,562348
1974,"彰化縣","Female",61083,62998,68191,68040,57788,31981,28838,28982,27489,23320,18849,15186,13756,10645,6837,3812,1609,826,530230
1974,"南投縣","Male",28122,32172,35369,34321,30091,17486,15003,15166,14922,13518,10428,8138,6932,4587,2331,942,320,153,270001
1974,"南投縣","Female",27044,30614,33728,33001,25699,14340,13255,13588,12776,11138,8845,6978,6092,4653,2841,1387,570,316,246865
1974,"雲林縣","Male",44532,49813,54413,53449,48263,28087,23635,23045,21676,18585,13965,11322,9905,6982,3758,1885,757,275,414347
1974,"雲林縣","Female",41596,47762,51835,50946,38758,21451,20528,21172,20395,17321,14114,11727,10680,7662,4675,2773,1249,775,385419
1974,"嘉義","Male",43661,50540,58320,57921,50828,27366,23124,23218,24318,22770,17513,12912,11144,7086,3998,2041,701,234,437695
1974,"嘉義","Female",41518,48247,55220,54912,42554,22851,21698,22703,22321,18501,14728,11533,10661,7820,4666,2924,1335,694,404886
1974,"屏東縣","Male",46681,53536,58088,55501,49673,29097,25379,24215,24316,23923,18950,14257,11784,6878,3660,1688,615,212,448453
1974,"屏東縣","Female",43907,50626,55449,52217,41719,23781,21862,21629,20220,17701,15119,11785,10302,6983,4154,2364,1203,539,401560
1974,"臺東縣","Male",17230,19459,20463,18810,14905,8442,7464,7284,7931,9760,8584,6390,4848,2866,1449,609,238,73,156805
1974,"臺東縣","Female",16414,18535,19431,17623,12331,7449,6798,6845,6292,5711,4652,3408,2812,1972,1278,650,294,151,132646
1974,"花蓮縣","Male",18807,21443,22775,21684,17857,10305,9349,8661,10268,13602,12117,8783,6632,3797,2152,993,338,151,189714
1974,"花蓮縣","Female",18039,20307,21843,20483,15159,9348,8679,8354,7427,6428,5160,3794,3337,2564,1655,971,470,291,154309
1974,"澎湖縣","Male",6685,7767,8160,7605,5801,2938,2370,2702,3391,4030,2922,1650,1405,960,609,393,187,95,59670
1974,"澎湖縣","Female",6219,7380,7888,7088,5198,2812,2400,2517,2613,2292,2027,1475,1443,1164,919,674,405,278,54792
1974,"基隆市","Male",19471,21554,22950,21327,17525,10190,10007,9127,9829,11568,9619,6696,5352,2624,1477,599,200,64,180179
1974,"基隆市","Female",18383,20183,21029,20242,17520,10654,10028,9266,7670,7078,5643,4109,3197,2384,1639,900,387,201,160513
1974,"金門縣","Male",4263,5016,5003,3624,2087,1236,1435,1798,1780,1060,1068,749,663,425,338,196,127,61,30929
1974,"金門縣","Female",3814,4811,4576,2886,2058,1371,1308,1278,1332,1256,981,712,839,621,542,339,272,174,29170
1974,"連江縣","Male",1117,1239,1285,975,629,428,328,337,268,330,333,283,246,137,122,44,11,4,8116
1974,"連江縣","Female",980,1093,1094,680,425,389,254,272,326,302,239,212,150,104,78,62,45,23,6728
1975,"新北市","Male",105699,105945,97231,89068,80058,64100,54508,47656,43866,48737,40945,28516,20867,12470,7099,3100,1146,434,851445
1975,"新北市","Female",99870,100078,92216,85098,86850,68771,51555,44485,34802,29943,24833,18282,15072,10738,7541,4302,2107,1117,777660
1975,"臺北市","Male",106464,117678,119688,111746,105307,86017,65447,59132,57787,71529,64573,43338,31439,16915,9121,3939,1483,628,1072231
1975,"臺北市","Female",100426,110386,112673,106518,112872,93678,68735,62277,49444,42250,35519,25091,19962,13268,8658,5306,2478,1546,971087
1975,"桃園市","Male",53420,57658,56327,48271,41694,28206,22786,21860,25059,36072,25696,15446,10293,6147,3783,1912,848,339,455817
1975,"桃園市","Female",50769,54643,53331,47459,44901,31285,24557,22744,17758,15521,12169,9093,7229,5692,4120,2636,1355,713,405975
1975,"臺中","Male",84518,87955,88326,81986,77138,54239,41458,40004,38707,43700,35239,22718,16835,10364,5752,2796,985,337,733057
1975,"臺中","Female",80171,82913,83642,78971,77473,53021,40274,38355,32571,28623,22598,17221,14548,10838,7269,4303,1756,840,675387
1975,"臺南","Male",76189,83220,95107,96787,88983,55367,39845,40419,41182,42056,33128,23538,20298,13265,8116,4344,1571,590,764005
1975,"臺南","Female",71589,78520,89502,90793,78862,48397,37413,39819,38322,32899,26268,20127,18586,13634,8458,5598,2548,1303,702638
1975,"高雄","Male",120298,125208,123152,112589,102466,75118,61014,55415,54319,62676,48480,30844,22637,12837,6870,3158,1195,423,1018699
1975,"高雄","Female",112556,117161,116371,107567,103256,75753,57752,53777,44770,37199,30302,21561,18187,12381,7677,4525,2111,964,923870
1975,"宜蘭縣","Male",23226,26319,28407,27551,24268,14683,11981,12874,12050,12644,10214,7560,6751,4078,2392,839,337,123,226297
1975,"宜蘭縣","Female",22001,24486,26511,25964,22179,12448,10636,11500,10205,8729,7089,5631,4871,3935,2885,1313,664,311,201358
1975,"新竹","Male",34262,37048,39898,37920,35069,22456,16907,16658,16248,19212,16528,11739,9096,6004,3774,1938,819,317,325893
1975,"新竹","Female",32460,34746,37639,36390,33267,20194,15806,15921,14152,13313,10659,7794,6208,5104,3740,2278,1119,628,291418
1975,"苗栗縣","Male",29964,31685,35698,35346,31551,19550,14687,15172,14649,15062,11192,8569,7158,4936,3286,1810,773,276,281364
1975,"苗栗縣","Female",27474,30328,34361,34216,28660,15907,12492,13203,12774,11768,9737,7481,6247,5204,3599,2290,1121,594,257456
1975,"彰化縣","Male",64731,65287,70740,70139,65074,41592,31183,32357,30344,27061,20727,15749,14105,9663,5479,2690,957,351,568229
1975,"彰化縣","Female",60721,61632,67227,67618,60039,35674,27101,29108,27868,24011,19521,15618,13589,11056,7183,4072,1736,832,534606
1975,"南投縣","Male",27163,30988,34583,34305,31171,19312,14306,15181,14742,14028,11006,8227,7002,4817,2507,1176,360,157,271031
1975,"南投縣","Female",26049,29616,32965,32736,26881,15480,12406,13634,12820,11465,9168,7106,6136,4918,3018,1547,634,317,246896
1975,"雲林縣","Male",43983,48105,53611,53017,49797,30157,21953,23379,21679,19699,14508,11451,10166,7042,4210,1991,793,281,415822
1975,"雲林縣","Female",40970,45609,51443,50392,40837,22733,18810,21098,20513,18212,14217,12036,10736,8029,5009,2857,1358,741,385600
1975,"嘉義","Male",42458,48370,56503,57637,52660,30271,21290,23235,23578,23327,18003,13373,11187,7484,4246,2217,765,249,436853
1975,"嘉義","Female",40229,46003,53961,54624,44151,24570,20002,22659,22326,19485,15096,11647,10695,8143,5050,3107,1362,701,403811
1975,"屏東縣","Male",45969,52258,57384,55741,51487,32528,24151,24486,23464,23726,19608,14860,12208,7259,4046,1827,659,223,451884
1975,"屏東縣","Female",43007,49410,54561,52616,43480,26616,20793,21630,20502,18318,15379,12243,10483,7309,4525,2518,1223,592,405205
1975,"臺東縣","Male",16550,18911,20324,18685,15690,9343,7101,7207,7669,10369,9557,6728,5176,2965,1625,670,263,72,158905
1975,"臺東縣","Female",15580,17904,19314,17601,13024,7997,6384,6737,6367,5705,4743,3539,2851,2051,1340,635,297,137,132206
1975,"花蓮縣","Male",18264,20922,22433,21987,18652,11620,8965,8823,9615,13599,12427,9227,7066,3864,2254,1102,356,146,191322
1975,"花蓮縣","Female",17385,19719,21796,20600,15963,10289,8326,8450,7566,6574,5416,3957,3448,2583,1730,992,489,309,155592
1975,"澎湖縣","Male",6405,7510,7999,7787,6052,3305,2287,2625,3233,4201,3051,1857,1401,937,669,396,188,107,60010
1975,"澎湖縣","Female",5985,7088,7791,7244,5256,3111,2280,2431,2643,2292,2076,1591,1369,1188,973,671,411,290,54690
1975,"基隆市","Male",18680,21124,22389,21584,18470,11807,9097,9473,9185,10922,10017,6985,5520,2805,1597,653,231,73,180612
1975,"基隆市","Female",17512,19918,20402,20168,18071,12085,9108,9490,7744,7097,5875,4310,3280,2428,1697,934,450,202,160771
1975,"金門縣","Male",3970,4800,4901,3779,2125,1256,1360,1723,1802,1145,1038,826,619,498,316,198,113,78,30547
1975,"金門縣","Female",3552,4592,4600,3090,2131,1455,1262,1272,1335,1276,1031,740,801,656,511,360,273,184,29121
1975,"連江縣","Male",1003,1157,1198,813,540,401,292,305,255,299,315,262,242,114,116,37,16,3,7368
1975,"連江縣","Female",929,1027,1038,584,418,381,237,244,306,292,241,197,164,89,73,62,46,23,6351
1976,"新北市","Male",113647,111891,102845,94503,86720,78218,57263,52280,43995,50069,43541,31527,22761,13229,7726,3470,1293,492,915470
1976,"新北市","Female",107432,105728,97594,89975,93787,84408,53597,48815,37774,32018,26837,20125,15911,11487,8012,4812,2249,1207,841768
1976,"臺北市","Male",109048,119337,120527,110971,107481,96051,64593,60757,54930,69149,65399,46865,33619,17946,10054,4411,1625,559,1093322
1976,"臺北市","Female",102460,111412,112995,105941,114023,105679,67869,64186,50846,42747,36686,27044,20823,14098,9376,5624,2615,1542,995966
1976,"桃園市","Male",54814,58328,57740,50392,44051,32893,22933,23057,22958,35319,28393,17379,11638,6776,4079,2083,864,374,474071
1976,"桃園市","Female",51960,55117,55024,48588,46755,36090,24528,23902,18749,16075,13034,9697,7568,5887,4339,2889,1402,751,422355
1976,"臺中","Male",87041,87546,88881,83219,78702,61913,40805,40880,37860,44024,37074,24867,17647,10776,6178,3099,1035,387,751934
1976,"臺中","Female",82837,82974,84255,79948,79089,60485,40252,39987,33468,29369,23579,18431,14708,11404,7779,4623,1859,877,695924
1976,"臺南","Male",78442,80568,92912,97145,90185,63657,38352,40804,40216,42583,34254,26027,20186,14245,8445,4615,1814,645,775095
1976,"臺南","Female",73774,75759,87516,91125,79803,55416,35544,39967,38407,34394,26716,21573,18100,14858,8766,5860,2707,1324,711609
1976,"高雄","Male",121418,125227,123683,115022,104006,86365,59787,57925,51981,61363,50758,33720,23493,13691,7484,3492,1279,475,1041169
1976,"高雄","Female",114164,117403,117443,109809,104294,87088,56651,55918,45477,37988,31404,23473,18395,13463,8110,4923,2264,1009,949276
1976,"宜蘭縣","Male",23265,25333,28021,27636,24915,16435,11169,12827,12020,12626,10795,7834,6902,4105,2531,953,351,132,227850
1976,"宜蘭縣","Female",22228,23672,26247,26119,22753,14012,10074,11534,10305,8918,7302,5893,4934,3954,3019,1467,686,324,203441
1976,"新竹","Male",34838,36155,39432,38549,35510,25114,16381,16672,15644,18812,16996,12667,9364,5988,3907,2067,878,347,329321
1976,"新竹","Female",32313,34057,36807,36622,33728,22680,15095,16216,14265,13443,11230,8181,6397,5215,3915,2446,1173,676,294459
1976,"苗栗縣","Male",29838,30800,34845,35665,31979,21568,13829,15377,14073,15260,11755,8891,7248,5140,3426,1938,804,284,282720
1976,"苗栗縣","Female",27543,29225,33460,34403,29255,17845,11821,13539,12480,12079,9828,7863,6312,5215,3861,2408,1179,616,258932
1976,"彰化縣","Male",66640,63509,70124,70417,65838,46391,29742,32491,30443,27982,21337,16643,14091,10356,5803,2890,1012,337,576046
1976,"彰化縣","Female",62455,60274,66636,67611,60811,39834,26042,28841,28035,24859,20095,16474,13466,11429,7685,4433,1795,855,541630
1976,"南投縣","Male",27138,29480,33743,34060,31456,21043,13350,15147,14249,14509,11639,8625,7356,5049,2853,1313,365,163,271538
1976,"南投縣","Female",25601,28087,32118,32833,27023,16930,11639,13545,12692,11953,9494,7645,6168,5310,3345,1730,638,338,247089
1976,"雲林縣","Male",44355,45026,53322,52700,49265,33182,21511,23375,21595,20291,15029,12101,10003,7408,4529,2103,868,302,416965
1976,"雲林縣","Female",41387,42470,51662,50131,41115,25034,18101,21012,20255,18887,14472,12616,10527,8494,5394,2976,1478,763,386774
1976,"嘉義","Male",42783,45411,55135,57281,52803,34060,19955,23136,22846,23507,18474,14422,11097,7982,4388,2373,850,243,436746
1976,"嘉義","Female",40528,43426,52749,54235,44313,27584,18591,22455,22089,20180,15256,12533,10346,8856,5220,3239,1423,743,403766
1976,"屏東縣","Male",46523,50355,56643,56067,51634,36995,22940,24908,22928,24347,20260,15863,12787,7780,4283,1985,716,251,457265
1976,"屏東縣","Female",43716,47514,54143,53231,44287,29995,19895,21701,20562,18893,15559,13001,10500,7830,4826,2659,1225,602,410139
1976,"臺東縣","Male",15961,17893,19857,18824,16427,10409,6968,7226,7258,9678,9748,7130,5536,3091,1747,708,259,86,158806
1976,"臺東縣","Female",14989,17298,18734,17701,13084,8674,6041,6639,6241,5755,4763,3717,2866,2102,1394,712,318,143,131171
1976,"花蓮縣","Male",18351,20332,22118,22035,19210,13012,8819,8953,8906,12603,12722,9826,7443,3943,2459,1120,418,155,192425
1976,"花蓮縣","Female",17391,19414,21099,20803,16430,11437,8144,8447,7643,6687,5626,4040,3460,2675,1840,1036,488,313,156973
1976,"澎湖縣","Male",6175,6960,7954,7709,6224,3584,2327,2474,3026,4116,3200,2029,1432,906,699,422,178,111,59526
1976,"澎湖縣","Female",5694,6699,7664,7303,5246,3324,2276,2336,2598,2336,2060,1727,1359,1171,964,681,407,260,54105
1976,"基隆市","Male",18263,20684,21804,21578,19054,13554,8292,9431,8698,10449,10197,7422,5675,3004,1626,733,242,66,180772
1976,"基隆市","Female",17179,19419,20034,20164,18307,13729,8472,9676,7837,7049,6066,4493,3389,2477,1800,1007,463,211,161772
1976,"金門縣","Male",3912,4501,4993,3555,2082,1380,1241,1618,1812,1227,1051,880,646,477,345,221,115,85,30141
1976,"金門縣","Female",3354,4282,4830,2792,2077,1554,1231,1245,1300,1229,1104,761,823,632,505,416,264,203,28602
1976,"連江縣","Male",934,1028,1177,678,621,402,290,279,227,273,289,271,218,109,120,48,17,2,6983
1976,"連江縣","Female",835,928,972,460,416,364,236,221,280,254,230,166,178,83,68,67,41,22,5821
1977,"新北市","Male",121411,116742,105673,100101,92243,90862,61583,55764,45274,50712,46352,34618,23389,15154,8425,3861,1357,482,974003
1977,"新北市","Female",114234,110752,100153,95056,99696,98067,57502,51611,40471,33587,28311,22017,16608,12533,8426,5075,2407,1265,897771
1977,"臺北市","Male",109699,118959,119136,114635,109623,103904,67084,61715,52933,65736,65551,50100,33354,21019,10570,4855,1779,614,1111266
1977,"臺北市","Female",101534,110976,111297,109057,114148,113893,70992,65827,52468,43593,37220,28679,21246,15262,9834,5860,2807,1666,1016359
1977,"桃園市","Male",56431,59532,58133,53192,45716,37117,23976,23752,21778,34322,31433,19315,12196,8026,4341,2328,918,440,492946
1977,"桃園市","Female",53105,56546,55715,50885,47902,40362,25317,24618,19748,16603,13636,10392,7942,6039,4462,3049,1524,806,438651
1977,"臺中","Male",89507,87978,88021,85398,79568,67553,42062,41569,38369,42655,38974,26800,17938,11935,6631,3359,1142,416,769875
1977,"臺中","Female",85183,83425,83855,81858,79795,66213,41259,40753,34547,30213,24370,19280,15158,11865,8202,4879,1996,960,713811
1977,"臺南","Male",80311,78665,88949,97304,91073,68946,38956,40170,39835,42443,35697,27045,20093,15723,8974,4889,1940,655,781668
1977,"臺南","Female",75608,74051,84035,91662,80882,59683,36008,39424,38964,35084,27531,22266,18115,15741,9401,6071,2836,1380,718742
1977,"高雄","Male",122906,124693,123113,117907,106055,94035,61505,59775,51639,59635,53137,36391,23717,15571,7889,3839,1350,497,1063654
1977,"高雄","Female",114984,117889,116082,111869,105592,94881,58471,56884,47287,39099,31989,24917,18654,14568,8495,5219,2391,1054,970325
1977,"宜蘭縣","Male",23557,24655,27286,28166,25186,17854,10772,12686,12161,12329,11135,8328,6788,4625,2602,1061,359,153,229703
1977,"宜蘭縣","Female",22514,23156,25392,26675,22999,15405,9615,11546,10489,9269,7464,6137,4980,4127,3056,1595,705,357,205481
1977,"新竹","Male",35042,35478,38271,39543,35746,27136,16341,16656,15504,18113,17666,13373,9456,6552,4084,2271,889,389,332510
1977,"新竹","Female",32721,33741,35554,37211,33613,24713,15112,16202,14515,13493,11513,8574,6630,5227,3981,2542,1248,700,297290
1977,"苗栗縣","Male",29660,30175,33412,35920,32055,23161,13611,15028,14185,15049,12404,9275,7334,5318,3577,2056,847,315,283382
1977,"苗栗縣","Female",27292,28426,32197,34600,29364,19119,11660,13240,12589,12234,10105,8147,6537,5235,3942,2604,1218,667,259176
1977,"彰化縣","Male",68523,63093,67831,71315,65421,49199,29854,32265,30668,28540,22400,17454,13852,10774,6347,3096,1083,381,582096
1977,"彰化縣","Female",64300,59832,64780,68142,61007,42705,26018,28542,28117,25567,20778,17145,13554,11851,8136,4624,1956,921,547975
1977,"南投縣","Male",27147,28501,32586,34158,31576,22811,13073,14822,14044,14570,12061,8956,7249,5292,3076,1395,431,153,271901
1977,"南投縣","Female",25782,27157,30827,32956,27407,18074,11356,13291,12817,12117,9779,7876,6271,5410,3560,1891,664,370,247605
1977,"雲林縣","Male",45230,43367,50843,53042,48413,35082,21182,23089,21656,20549,15929,12269,10070,7792,4867,2222,865,327,416794
1977,"雲林縣","Female",42313,41036,49313,50544,41440,26427,17739,20554,20301,19174,15123,12744,10631,8979,5754,3163,1496,770,387501
1977,"嘉義","Male",42890,43592,52533,57480,52396,36377,19777,22684,22621,23210,19215,14816,11117,8594,4752,2436,920,278,435688
1977,"嘉義","Female",40765,41530,50177,54317,44285,29414,18220,21884,22174,20421,15842,12866,10347,9165,5668,3328,1486,752,402641
1977,"屏東縣","Male",47042,48619,55143,56595,51813,39520,23080,24793,23147,24145,20697,16511,12632,8963,4602,2109,721,277,460409
1977,"屏東縣","Female",44298,45889,52390,53713,45479,32155,20024,21620,20766,19276,15683,13511,10570,8416,5001,2814,1271,644,413520
1977,"臺東縣","Male",15442,17151,19149,18787,16617,10850,6901,7099,7009,8890,9744,7267,5346,3652,1903,764,274,105,156950
1977,"臺東縣","Female",14363,16329,18300,17603,13045,9004,6116,6471,6325,5751,4822,3819,2943,2189,1415,780,360,156,129791
1977,"花蓮縣","Male",18158,19641,21571,22047,19607,13787,8896,8920,8583,11405,12735,10278,7324,4563,2629,1240,447,171,192002
1977,"花蓮縣","Female",17155,18864,20531,20879,16677,12051,8017,8409,7800,6874,5710,4334,3421,2807,1833,1118,513,309,157302
1977,"澎湖縣","Male",5983,6583,7701,7695,6327,3824,2276,2343,2835,3778,3288,2187,1401,1014,664,443,176,113,58631
1977,"澎湖縣","Female",5517,6305,7387,7391,5294,3494,2234,2265,2481,2400,2086,1830,1347,1221,891,735,402,260,53540
1977,"基隆市","Male",17777,19999,21013,21793,19287,14676,8327,9276,8367,9961,10293,7822,5500,3497,1725,826,266,72,180477
1977,"基隆市","Female",16837,18923,19328,20199,18167,14650,8459,9506,8021,7057,6067,4731,3439,2619,1848,1119,490,231,161691
1977,"金門縣","Male",3437,4497,4844,3319,2171,1428,1177,1516,1849,1332,1014,933,566,543,338,224,113,90,29391
1977,"金門縣","Female",3255,4239,4726,2518,1996,1724,1207,1231,1273,1256,1097,771,707,691,522,434,249,217,28113
1977,"連江縣","Male",808,913,1026,592,583,413,277,230,237,221,251,259,184,132,94,50,15,4,6289
1977,"連江縣","Female",726,828,838,354,383,340,218,208,230,227,216,155,139,95,63,53,39,21,5133
1978,"新北市","Male",131699,121408,109329,105877,100102,103673,68505,60317,46513,49864,49436,37709,25070,17076,9150,4250,1607,526,1042111
1978,"新北市","Female",123631,114486,103264,100567,107197,110687,64905,55455,43588,35470,31016,24381,18009,13728,9019,5307,2596,1387,964693
1978,"臺北市","Male",110924,117572,118529,115470,110121,109585,71690,63898,53208,61286,65890,52374,34369,22834,11338,5310,1956,680,1127034
1978,"臺北市","Female",102621,108869,109817,109951,114973,120315,75230,67441,54625,44124,38782,30345,21923,16231,10316,6157,3117,1734,1036571
1978,"桃園市","Male",59210,59772,59020,55451,48275,40683,25506,24541,21693,32199,34603,21458,13073,8964,4643,2492,989,452,513024
1978,"桃園市","Female",55497,56789,56409,53062,49759,44100,26966,25509,21108,17084,14411,10959,8311,6358,4652,3104,1658,860,456596
1978,"臺中","Male",92765,87773,88394,86780,80697,72272,44663,42611,37804,41344,41070,28595,18524,12770,6965,3458,1366,430,788281
1978,"臺中","Female",87965,82984,83580,83644,81261,70818,43424,41507,35602,30753,25794,20072,15499,12468,8575,5076,2310,1030,732362
1978,"臺南","Male",82027,76518,86453,96671,92189,72478,40702,40381,39779,41324,37813,28053,20376,16777,9481,5018,2104,704,788848
1978,"臺南","Female",77221,72080,81811,91100,82138,62369,37564,39229,39148,35581,29000,23056,18048,16435,10153,5865,3104,1458,725360
1978,"高雄","Male",125341,124179,123518,119978,108685,99609,65195,61559,52169,56951,55887,38712,24723,17095,8502,3989,1509,526,1088127
1978,"高雄","Female",117676,117099,115974,113688,107498,100727,62642,57882,49415,40295,33264,26333,18862,15639,9249,5198,2552,1094,995087
1978,"宜蘭縣","Male",23949,23839,26546,28435,25604,18993,10748,12357,12154,12120,11368,8665,6644,4870,2764,1185,369,162,230772
1978,"宜蘭縣","Female",22584,22427,24834,26845,23449,16595,9545,11538,10649,9551,7638,6273,5057,4218,3088,1812,761,368,207232
1978,"新竹","Male",35394,34452,37253,39762,35987,28737,16555,16643,15431,17021,18143,13975,9772,6715,4170,2318,1000,379,333707
1978,"新竹","Female",32765,32597,34524,37350,34015,26042,15336,16159,14872,13390,11908,9042,6722,5284,4094,2571,1330,717,298718
1978,"苗栗縣","Male",29619,28979,32160,36128,32440,24326,13573,14633,14244,14669,12976,9595,7299,5687,3696,2072,973,337,283406
1978,"苗栗縣","Female",27544,27023,30803,34839,29509,20212,11621,13080,12589,12166,10531,8417,6581,5380,4114,2607,1385,697,259098
1978,"彰化縣","Male",70375,61819,66039,70906,66628,51491,30798,32134,30572,28881,23895,18152,14459,11473,6648,3308,1243,405,589226
1978,"彰化縣","Female",65646,58660,62928,67945,62140,45011,26586,28261,27877,26090,21481,17587,13800,12218,8501,4772,2227,1001,552731
1978,"南投縣","Male",28119,27348,31497,33920,31732,23592,13409,14406,14056,14448,12430,9259,7112,5591,3260,1448,478,152,272257
1978,"南投縣","Female",26253,26244,29896,32548,27892,18971,11670,13060,12687,12223,10066,8076,6283,5471,3771,1893,783,367,248154
1978,"雲林縣","Male",45764,41188,48772,53127,48351,35658,21210,22446,21836,20629,17013,12347,10149,8349,5073,2401,955,356,415624
1978,"雲林縣","Female",42989,38778,46973,50522,41557,27144,17434,20067,20187,19321,15988,12735,10664,9352,6047,3205,1651,750,385364
1978,"嘉義","Male",43133,41277,50234,56835,52634,37628,20453,21764,22359,23139,20089,15176,11277,8907,5008,2534,1073,313,433833
1978,"嘉義","Female",40585,39347,47731,53814,44471,30195,18446,21151,21888,20792,16888,13050,10329,9377,6077,3298,1637,756,399832
1978,"屏東縣","Male",47712,46529,53949,56884,52094,41178,24265,24321,23325,23557,21563,16995,12803,9950,4963,2215,802,276,463381
1978,"屏東縣","Female",45047,44088,51220,53893,45700,33612,20687,21354,20816,19568,16106,13926,10684,8761,5442,2842,1335,666,415747
1978,"臺東縣","Male",14855,16381,18387,18979,16758,11361,6906,7096,6864,8145,9790,7435,5410,4161,1970,833,317,119,155767
1978,"臺東縣","Female",13774,15580,17474,17677,13191,9298,6113,6312,6316,5678,4969,3967,2926,2278,1456,793,374,162,128338
1978,"花蓮縣","Male",18142,19142,21069,22167,20068,14653,8954,8997,8418,10759,12800,10509,7524,4891,2741,1326,508,165,192833
1978,"花蓮縣","Female",17091,18226,19984,21047,17185,12572,8245,8370,7935,7010,5797,4585,3419,2872,2034,1158,555,302,158387
1978,"澎湖縣","Male",5759,6230,7476,7629,6517,3932,2258,2259,2636,3501,3331,2315,1382,1088,720,403,209,107,57752
1978,"澎湖縣","Female",5294,5903,7218,7284,5297,3630,2285,2211,2365,2415,2088,1906,1318,1275,915,692,420,267,52783
1978,"基隆市","Male",17657,19304,20318,21515,19644,15770,8657,9297,8209,9355,10363,8138,5534,3764,1770,892,288,99,180574
1978,"基隆市","Female",16664,18331,18862,19703,18535,15674,8712,9323,8156,6956,6270,4872,3501,2748,1857,1173,510,257,162104
1978,"金門縣","Male",3411,4317,4649,3186,2180,1448,1111,1379,1792,1475,1008,897,607,525,348,228,120,87,28768
1978,"金門縣","Female",3102,3934,4543,2406,1931,1797,1226,1190,1213,1228,1121,811,656,740,540,414,240,239,27331
1978,"連江縣","Male",703,847,900,639,577,430,268,225,215,197,228,255,169,136,75,58,15,1,5938
1978,"連江縣","Female",649,777,756,346,339,308,249,185,191,202,185,161,135,82,68,48,32,27,4740
1979,"新北市","Male",141460,126034,113841,109945,105823,114365,78049,63896,49383,49056,52064,40461,26604,18436,10144,4728,1682,595,1106566
1979,"新北市","Female",133151,118755,107085,104732,113717,121336,74021,57741,47378,37873,32603,26418,18871,14929,9786,5741,2795,1509,1028441
1979,"臺北市","Male",111678,115459,117400,115115,111362,113171,78029,64415,53641,57099,66362,54936,35729,24441,12318,5869,2132,810,1139966
1979,"臺北市","Female",104600,107470,109386,109921,116259,124319,82461,67442,56528,44731,39671,31652,22111,17340,10729,6557,3260,1834,1056271
1979,"桃園市","Male",61914,60131,60538,57389,50476,44196,28588,25289,21986,29348,37461,24159,14494,10314,5783,2662,1081,493,536302
1979,"桃園市","Female",57890,57217,57416,55148,51728,47694,29898,26284,22370,17789,15339,11671,8724,6697,4895,3203,1813,955,476731
1979,"臺中","Male",96379,87651,89280,87541,81702,75936,49063,42880,38706,40105,42329,30366,19441,13629,7626,3784,1497,480,808395
