"Year","COUNTYNAME","Sex","c0to4","c5to9","c10to14","c15to19","c20to24","c25to29","c30to34","c35to39","c40to44","c45to49","c50to54","c55to59","c60to64","c65to69","c70to74","c75to79","c80to84","c85","Total_pop"
2001,"基隆市","Total",22777,27877,28270,28561,32947,32191,33708,35361,34076,30668,21981,12955,14178,11536,10375,7566,3754,2185,390966
2001,"金門縣","Total",3612,3510,3953,5101,5317,4823,3860,3985,3783,3888,2720,2263,2665,2710,1842,1330,839,757,56958
2001,"連江縣","Total",481,463,510,609,797,846,707,771,867,735,569,364,309,260,213,167,105,78,8851
2002,"新北市","Total",202507,265523,272631,283473,342562,313345,311133,326810,328230,296790,227340,125339,107405,78062,68321,49590,26803,15582,3641446
2002,"臺北市","Total",150084,171376,174504,178069,203881,195124,211951,225929,234983,228405,190162,109508,97032,78628,75333,60120,34982,21785,2641856
2002,"桃園市","Total",123246,151342,145219,138766,157546,146824,157665,162217,150814,127571,93758,54170,48804,38186,42654,30910,14519,8392,1792603
2002,"臺中","Total",162232,204230,200873,200300,228924,205349,211164,221287,211867,183654,140294,81665,75596,60114,53851,37611,19075,10409,2508495
2002,"臺南","Total",101569,125993,131533,138924,165762,150118,145931,156719,160472,140699,112656,67912,69078,63265,54908,36287,19573,11265,1852664
2002,"高雄","Total",153389,187551,190351,199735,249793,242288,232160,231860,231387,218418,180564,105259,97000,75601,66491,46520,23257,11281,2742905
2002,"宜蘭縣","Total",27479,33540,33763,34488,41326,38067,36581,37151,36550,32216,25315,17199,20213,17513,14356,9843,5386,3121,464107
2002,"新竹","Total",59839,67791,63639,59385,68674,66037,72927,72652,67135,55781,42645,27623,28781,24816,22555,16764,8926,5506,831476
2002,"苗栗縣","Total",34864,39824,40689,42642,50189,44014,42996,43473,43593,37782,30496,21209,24096,21484,18930,12760,7179,4546,560766
2002,"彰化縣","Total",84270,93780,96411,107275,128030,112650,98621,100653,101149,89309,73056,47467,51444,46581,38203,25375,13917,7988,1316179
2002,"南投縣","Total",32712,37241,37818,40656,47948,42109,41177,43094,43502,38181,31699,20774,23597,20875,17929,11975,6376,3629,541292
2002,"雲林縣","Total",47482,46791,45572,52582,67186,62895,56236,56852,54593,48679,43251,32225,36308,32944,27040,17175,9480,5506,742797
2002,"嘉義","Total",51453,56015,54360,58408,71545,66806,64564,67406,65825,57272,48743,32353,37170,34545,28993,18733,10245,5865,830301
2002,"屏東縣","Total",53013,62198,60964,64873,81571,74969,71205,73259,72830,66297,55567,35831,38077,33292,28400,18556,10135,5141,906178
2002,"臺東縣","Total",15179,16209,15762,17199,21571,20306,19905,20115,18866,16943,14003,9796,9931,8780,8075,6247,3257,1821,243965
2002,"花蓮縣","Total",20514,24815,23904,25287,31313,29257,27569,27753,28011,26076,21078,14003,13825,11795,11080,8642,4566,2666,352154
2002,"澎湖縣","Total",5494,5595,5639,6380,8009,7950,7257,7053,6966,6112,5232,3650,3780,4165,3976,2764,1544,880,92446
2002,"基隆市","Total",21353,27512,28683,27118,32920,32153,33287,34621,34668,30948,24212,13308,14325,11763,10311,7790,4158,2320,391450
2002,"金門縣","Total",3667,3591,3844,4992,5346,5094,4279,4097,3810,4249,3110,2288,2674,2824,2044,1361,877,786,58933
2002,"連江縣","Total",483,461,526,574,775,816,745,757,801,772,549,367,287,269,225,161,108,87,8763
2003,"新北市","Total",197642,253942,268865,278603,340752,325596,310234,322313,332719,305160,247908,135005,112436,80482,67464,52164,28490,16758,3676533
2003,"臺北市","Total",142406,164221,171223,172004,199913,195871,205637,220287,232125,228229,200827,116552,99970,80433,73860,62576,37564,23440,2627138
2003,"桃園市","Total",121240,148299,146395,137880,158828,151843,157136,162675,156130,133394,102294,57673,50486,39217,40346,33371,15780,9088,1822075
2003,"臺中","Total",157577,197176,200330,198161,227685,211910,207694,220418,216945,188924,151632,86989,77448,61429,53369,40251,20571,11254,2529763
2003,"臺南","Total",98217,120170,129143,136697,162829,154875,143064,154442,161796,144927,119303,71516,69708,63560,54920,38815,20725,11754,1856461
2003,"高雄","Total",148279,179655,187503,195092,243247,246505,229666,230559,232293,220630,191294,112357,99260,78092,65622,49497,25015,12253,2746819
2003,"宜蘭縣","Total",26265,31999,33709,33789,40567,38343,35851,36552,37174,32837,27317,17138,19989,17784,14661,10273,5766,3271,463285
2003,"新竹","Total",59455,66098,64217,59018,68479,67645,72520,72997,69302,57793,46191,28237,29263,25536,22174,17686,9701,5872,842184
2003,"苗栗縣","Total",34160,37794,40358,41626,49766,44843,42196,42513,44587,38795,32418,21434,23840,21709,18878,13619,7572,4795,560903
2003,"彰化縣","Total",81942,90561,94600,103648,126096,116431,97718,98611,101766,92033,77150,49056,51132,46634,39250,26681,14693,8441,1316443
2003,"南投縣","Total",31566,35759,37291,39505,47650,42856,39837,42156,44140,39094,33303,21640,23140,21044,18100,12638,6797,3881,540397
2003,"雲林縣","Total",46311,45825,45094,50274,65065,64047,55030,55967,55571,49507,44722,32364,35779,33164,27687,18473,9813,5808,740501
2003,"嘉義","Total",49728,54527,53971,56857,69529,67906,63041,66346,67081,58734,50942,33494,36251,34645,29831,20209,10731,6181,830004
2003,"屏東縣","Total",50918,59811,60049,63338,79209,76540,69211,72631,73501,67089,58241,37615,37694,33649,28542,19547,10699,5488,903772
2003,"臺東縣","Total",14529,15769,15713,16385,21039,20217,19604,19695,19282,17340,14832,9880,10009,8851,7841,6489,3439,1928,242842
2003,"花蓮縣","Total",19717,23693,24089,24273,30607,29509,27288,27332,28114,26599,22332,14409,13897,11847,10835,8971,4811,2823,351146
2003,"澎湖縣","Total",5363,5394,5515,6270,7691,8002,7214,7075,6953,6292,5548,3745,3741,3999,4013,2821,1687,930,92253
2003,"基隆市","Total",20297,26341,28430,27134,32167,32405,32724,34220,34924,31769,26193,14116,14363,11935,10155,8140,4386,2543,392242
2003,"金門縣","Total",3770,3556,3661,4899,5383,5292,4597,4350,4079,4574,3420,2440,2635,2910,2198,1466,925,828,60983
2003,"連江縣","Total",521,456,515,595,729,795,767,706,781,807,568,403,283,269,228,165,115,103,8806
2004,"新北市","Total",189634,246481,268947,270832,332673,339261,309290,319834,333791,312963,263650,150806,115528,84469,67039,54235,30482,18184,3708099
2004,"臺北市","Total",133010,159458,171870,164807,194071,198375,200688,217376,229283,228936,207849,129408,100867,83709,72761,64484,40062,25458,2622472
2004,"桃園市","Total",117264,146191,149942,135972,157997,158784,156794,164381,159891,138840,110212,63907,51687,40673,37909,35467,17335,9783,1853029
2004,"臺中","Total",148357,193436,202981,192848,224145,220655,204027,219163,219698,194539,161854,95265,77713,63892,53017,42524,22071,12147,2548332
2004,"臺南","Total",93116,116739,129030,131831,158819,160508,140577,152054,161882,149138,125436,77458,69390,63246,55696,40899,22339,12433,1860591
2004,"高雄","Total",140241,174409,188757,187590,235106,251473,228089,229313,232638,222617,200221,122357,100638,80803,65486,51455,27095,13314,2751602
2004,"宜蘭縣","Total",24780,30729,33761,32953,39466,38676,34743,36370,37426,33806,28709,18049,19453,18104,14843,10789,6104,3525,462286
2004,"新竹","Total",58092,65258,65665,58332,67324,69883,72573,74277,70793,59729,49071,30494,29156,26317,22054,18500,10463,6215,854196
2004,"苗栗縣","Total",32588,36637,40290,40345,48729,46114,41337,42155,44329,40005,34066,22687,23026,21909,19009,14475,7915,5027,560643
2004,"彰化縣","Total",78122,88855,94018,99092,122861,120578,97003,97070,101978,94039,80902,52333,49638,47339,40285,28222,15407,9020,1316762
2004,"南投縣","Total",29926,34179,37464,38150,46257,44171,38460,41299,43922,40098,34710,23115,22241,21533,18202,13407,7166,4113,538413
2004,"雲林縣","Total",43494,45176,45525,47717,62131,65538,54029,55253,55401,50693,45718,33930,34487,33565,28185,19396,10413,6121,736772
2004,"嘉義","Total",47113,53247,54479,54467,67720,69255,61241,65382,67220,60247,52763,35526,35390,34538,30390,21355,11490,6421,828244
2004,"屏東縣","Total",47821,57445,60791,61036,75998,78363,67521,71190,73520,68415,60799,39790,37310,34073,28403,20707,11138,5879,900199
2004,"臺東縣","Total",13569,15307,15808,15682,20138,20237,18937,19243,19327,17781,15090,10558,9838,8858,7639,6704,3679,1978,240373
2004,"花蓮縣","Total",18446,22844,24423,23276,29568,29550,26812,27018,27831,27017,23263,15380,13890,12005,10523,9187,5073,3043,349149
2004,"澎湖縣","Total",5152,5206,5521,5854,7512,7937,7215,7042,6985,6504,5736,3976,3600,3903,3963,2989,1735,978,91808
2004,"基隆市","Total",18877,25414,28671,26646,31282,32748,31789,33843,34972,32640,27590,15710,14050,12260,10111,8337,4738,2659,392337
2004,"金門縣","Total",3832,3522,3670,4676,5527,5647,4973,4710,4743,4787,4080,2712,2862,2917,2402,1510,1032,854,64456
2004,"連江縣","Total",505,482,515,559,765,848,839,749,806,920,688,472,297,279,231,175,111,118,9359
2005,"新北市","Total",175522,242941,265325,271485,322231,349706,309752,318456,332980,317637,280016,173029,113104,89204,66757,55764,32937,19831,3736677
2005,"臺北市","Total",120745,156083,170954,162788,186779,200686,195220,215687,226491,226615,214099,146723,98204,87218,72170,65211,43070,27632,2616375
2005,"桃園市","Total",109307,146476,151127,138861,154811,164347,156210,165374,163678,143081,118420,72631,50742,42768,35782,36649,19409,10643,1880316
2005,"臺中","Total",136480,191481,202512,193692,218545,227795,202504,218429,220845,198881,170709,108050,75859,66561,52693,43921,24204,13059,2566220
2005,"臺南","Total",85121,114882,127296,130826,153670,164529,139660,149991,160398,152448,131371,87248,65956,63628,55895,43150,23654,13195,1862918
2005,"高雄","Total",128035,172384,187143,186641,224632,254129,226089,229612,231257,222912,207930,138250,97908,83708,65420,53214,29558,14664,2753486
2005,"宜蘭縣","Total",22629,29886,33492,33031,38101,39296,33891,36228,37202,34407,30217,19961,18093,18620,15001,11306,6374,3851,461586
2005,"新竹","Total",55169,65631,66046,59830,65640,72593,72555,75469,71978,61987,52407,34052,28209,27552,22173,19011,11356,6711,868369
2005,"苗栗縣","Total",30190,35971,39608,40242,47252,47147,40570,41998,44023,41008,35482,24855,21626,22165,19076,14978,8429,5324,559944
2005,"彰化縣","Total",72134,88059,92469,97357,118829,123002,97691,95919,101289,95437,84209,58342,46717,47902,40873,29454,16503,9640,1315826
2005,"南投縣","Total",27551,33418,37101,37593,44878,45158,37517,40706,43555,40772,36252,25425,21008,21747,18390,14002,7665,4430,537168
2005,"雲林縣","Total",39551,45125,45392,46447,59485,65860,53755,54510,55562,51310,47696,36172,32029,33975,28529,20597,10826,6509,733330
2005,"嘉義","Total",42782,53277,54401,54310,65412,70333,60292,64822,67228,61662,55291,38992,32935,34890,30446,22670,12156,6903,828802
2005,"屏東縣","Total",43636,56090,60777,60460,72798,79681,66610,70519,73120,69363,63235,44220,35341,34356,28416,21625,11692,6361,898300
2005,"臺東縣","Total",12536,15034,15807,15426,19238,20287,18374,19042,19460,17893,15980,11401,9352,8909,7562,6516,3988,2138,238943
2005,"花蓮縣","Total",16991,22082,24375,23149,28118,29715,26223,26756,27812,27005,24282,17059,13313,12180,10301,9209,5447,3281,347298
2005,"澎湖縣","Total",4725,5211,5489,5772,7226,8190,7223,7169,7068,6754,5973,4473,3516,3756,3954,3078,1820,1092,92489
2005,"基隆市","Total",16933,24762,28236,27058,30142,33017,30962,33313,34740,32986,29018,18316,12935,12776,10119,8419,5118,2877,391727
2005,"金門縣","Total",3829,3642,3708,4686,5910,6127,5543,5350,5421,5539,4969,3184,3115,3043,2567,1608,1118,905,70264
2005,"連江縣","Total",489,501,500,600,823,903,904,876,949,1043,835,598,354,304,236,187,124,119,10345
2006,"新北市","Total",169308,232353,263627,275673,304105,350987,322503,316021,332249,320959,289116,201249,113249,94127,67329,56702,35305,22233,3767095
2006,"臺北市","Total",115452,148006,170903,162824,176248,199024,200641,214699,226669,225910,218006,167974,99453,91482,72386,65701,45848,31016,2632242
2006,"桃園市","Total",105769,142133,153554,143596,148093,167137,161348,165975,167214,147025,124458,83960,51001,44973,34874,36882,21350,11819,1911161
2006,"臺中","Total",130478,182849,204642,197018,208411,230121,209136,216253,222525,203003,176316,123895,75695,69016,53038,44734,26118,14580,2587828
2006,"臺南","Total",81105,109499,126720,131819,144946,164127,144762,146529,159071,155287,134127,100651,63395,64586,55683,44599,25149,14672,1866727
2006,"高雄","Total",122444,163591,187036,188772,210315,250285,233282,227801,231160,224002,210256,159465,96079,87580,65531,54156,31712,16713,2760180
2006,"宜蘭縣","Total",21281,28252,33485,33494,35795,39094,34348,35391,36978,34942,31061,22533,17137,18761,15196,11657,6864,4157,460426
2006,"新竹","Total",54332,64226,66948,61697,62542,73225,75731,76584,73281,63998,53827,38846,27494,28425,22409,19292,12138,7454,882449
2006,"苗栗縣","Total",28531,34515,39558,40696,44587,47657,41049,41508,43517,41965,36547,27743,20516,22689,18760,15483,8926,5739,559986
2006,"彰化縣","Total",68542,84531,92415,96577,112157,123277,101477,94016,100628,96628,85871,65960,44662,48056,41275,30914,17454,10594,1315034
2006,"南投縣","Total",25522,32080,36891,37740,42311,45155,37956,39601,43145,41532,36795,28343,20145,22063,18280,14595,8194,4857,535205
2006,"雲林縣","Total",36831,43632,45967,45801,55663,64386,55011,52606,56091,51662,47298,39673,31020,34115,28575,21641,11430,7088,728490
2006,"嘉義","Total",40018,51101,54710,54707,61460,69334,61194,62889,67239,62917,55650,44126,31108,34963,30416,23640,12884,7849,826205
2006,"屏東縣","Total",40805,52884,61162,60847,67917,78294,67444,68840,72677,70272,63604,50129,33638,34840,28461,22377,12316,7037,893544
2006,"臺東縣","Total",11744,14227,15723,15372,17894,19628,18229,18609,19282,17957,16132,12675,9017,9009,7429,6514,4169,2347,235957
2006,"花蓮縣","Total",16048,20764,24325,23330,26164,29271,26506,26592,27281,27179,24799,18929,13124,12343,10173,9009,5840,3626,345303
2006,"澎湖縣","Total",4420,5122,5428,5747,6758,7917,7348,7044,6994,6888,5996,4770,3561,3627,3876,3208,1902,1179,91785
2006,"基隆市","Total",15903,23226,28069,27635,28308,32572,30956,32659,34295,33322,29907,21252,12247,13067,10062,8460,5458,3235,390633
2006,"金門縣","Total",3932,3691,3896,4724,6121,6468,6202,5864,6351,6067,5951,4103,3354,3181,2677,1751,1161,997,76491
2006,"連江縣","Total",477,478,470,599,692,838,865,779,900,933,829,595,360,290,242,185,145,109,9786
2007,"新北市","Total",165233,219885,261204,277674,289265,357402,331334,317530,325864,327597,295417,223821,120019,98257,69118,57076,37157,24162,3798015
2007,"臺北市","Total",112118,138846,171609,162992,166368,199892,198742,212163,222515,225615,217329,181536,105029,94560,73220,65664,47529,33542,2629269
2007,"桃園市","Total",102381,136384,155328,147337,142288,170784,164388,167463,166625,152757,128738,94231,53001,46620,35090,36101,23044,12408,1934968
2007,"臺中","Total",126380,172656,206331,199558,200077,234069,213481,215335,220805,209180,180529,136514,78192,70635,54192,45137,27825,15898,2606794
2007,"臺南","Total",78207,102540,126927,131156,138587,165368,148546,145041,155086,157998,137960,109568,64890,64207,56304,45315,26537,15824,1870061
2007,"高雄","Total",118031,154131,187071,189674,198422,249748,236834,227527,228044,226492,212372,173821,99399,89877,67224,54538,33559,18104,2764868
2007,"宜蘭縣","Total",20209,26284,33551,33804,34213,39425,34671,34962,36423,35932,31652,24710,16519,18828,15600,11976,7151,4488,460398
2007,"新竹","Total",53821,62468,68045,63532,59944,74470,77442,77922,73135,66689,55291,42390,27796,28750,22990,19390,12799,7982,894856
2007,"苗栗縣","Total",27027,33031,39171,40892,42538,48592,41506,41442,42533,42938,37223,29989,20410,22304,19192,15784,9437,6154,560163
2007,"彰化縣","Total",65122,80448,91904,96269,106435,124145,104489,93808,98101,99034,87032,70730,45091,47889,41669,31967,18697,11524,1314354
2007,"南投縣","Total",23835,30359,36770,37818,40333,45718,38237,38985,41781,42561,37359,30785,19851,21967,18554,14850,8771,5183,533717
2007,"雲林縣","Total",34434,41644,46474,45275,52533,63865,56248,52456,54704,53136,47479,41904,30823,33615,29029,22131,12437,7485,725672
2007,"嘉義","Total",37452,48342,55311,54618,58505,69161,62018,62079,65899,64540,56144,47524,31091,34579,30747,24094,13867,8449,824420
2007,"屏東縣","Total",38160,49579,61248,61073,64477,77582,68500,67415,71200,71204,64675,53714,33960,34899,29043,22692,12768,7374,889563
2007,"臺東縣","Total",11019,13383,15576,15609,16589,19435,17879,18395,19116,18158,16388,13376,9155,8992,7569,6315,4277,2429,233660
2007,"花蓮縣","Total",15180,19300,24190,23685,24590,29184,26462,26349,26898,27307,25310,20241,13255,12560,10284,8753,6082,3672,343302
2007,"澎湖縣","Total",4221,4821,5430,5782,6584,7918,7547,7087,7073,7061,6177,5223,3593,3551,3744,3305,1986,1287,92390
2007,"基隆市","Total",15177,21619,27737,28058,26924,32631,30883,32206,33610,33966,30245,23548,12646,13232,10332,8343,5679,3561,390397
2007,"金門縣","Total",4084,3591,3920,4889,6283,6783,6709,6430,6722,6579,6766,4914,3548,3278,2839,1935,1212,1065,81547
2007,"連江縣","Total",494,469,483,631,641,844,853,809,879,941,905,621,395,263,265,199,137,117,9946
2008,"新北市","Total",164462,213975,250252,274823,284180,354971,344340,317779,321590,332028,303973,244090,129775,103524,71820,56647,39533,25968,3833730
2008,"臺北市","Total",109561,133506,165096,159899,161282,196647,199686,207292,218919,224487,218263,192470,112840,98086,75143,64561,49242,35943,2622923
2008,"桃園市","Total",100572,133641,151933,148244,140838,171193,169700,166576,166626,157969,134322,102692,56777,48139,36274,34408,25214,13568,1958686
2008,"臺中","Total",124258,167481,199192,198787,197862,233612,220484,212175,219953,214093,185590,147627,83278,72339,55410,44929,29990,17012,2624072
2008,"臺南","Total",76304,99246,121174,128777,136383,163315,153588,142305,152966,159331,142208,116275,68572,64871,56741,45593,28562,16794,1873005
2008,"高雄","Total",114534,149408,179418,187097,194111,244206,241674,225512,227131,228007,215069,184490,106642,92354,69673,54048,36079,19601,2769054
2008,"宜蘭縣","Total",19283,25244,32098,33800,33607,38999,35166,34548,36296,36887,32519,26820,16509,18692,15874,12275,7546,4739,460902
2008,"新竹","Total",54480,61970,66270,64221,59667,74529,80633,78380,73808,68957,57391,45907,28396,29196,23658,19079,13532,8570,908644
2008,"苗栗縣","Total",25930,32431,37203,40696,41557,48466,42543,40879,41704,44004,38270,31978,20727,22140,19420,15811,10097,6541,560397
2008,"彰化縣","Total",62336,78381,88939,94729,102939,122489,108123,92814,96105,99762,89869,74775,46815,47705,41971,33064,19818,12301,1312935
2008,"南投縣","Total",22552,29000,35220,37466,39177,45569,38825,37640,40946,43375,38380,32545,20764,21595,18716,15083,9359,5541,531753
2008,"雲林縣","Total",32425,40704,45457,44754,50292,62328,57734,51826,54106,54358,48561,43571,30996,33249,29228,22851,13365,7869,723674
2008,"嘉義","Total",35260,46809,53958,54258,56983,67528,63231,60550,64879,65894,57724,49762,32314,33866,30817,24804,14996,8891,822524
2008,"屏東縣","Total",36044,47462,58900,60019,63160,75624,69872,65373,70426,71851,65483,56469,35640,34641,29433,22999,13590,7852,884838
2008,"臺東縣","Total",10406,12796,15042,15467,15863,18971,17852,18084,18570,18570,16760,14235,9245,9054,7666,6178,4470,2620,231849
2008,"花蓮縣","Total",14492,18478,23004,23791,23658,28674,26570,25966,26583,27373,25934,21521,13527,12704,10350,8635,6240,3933,341433
2008,"澎湖縣","Total",3967,4727,5277,5866,6675,7860,7796,7117,7229,7142,6431,5590,3720,3493,3603,3353,2051,1411,93308
2008,"基隆市","Total",14533,20428,26332,27730,26850,31833,31023,31324,33015,34107,31048,25402,13455,13359,10529,8285,5990,3736,388979
2008,"金門縣","Total",4328,3697,3885,4913,6576,6961,7014,6600,6870,6761,7203,5381,3622,3264,2971,2088,1293,1143,84570
2008,"連江縣","Total",479,486,477,615,645,792,816,847,792,890,899,626,430,248,244,205,129,135,9755
2009,"新北市","Total",164821,204187,243002,275386,275951,347696,361054,318907,320110,333039,311831,260109,146206,107986,76451,56860,41755,28302,3873653
2009,"臺北市","Total",106772,126381,160507,159994,154170,189652,200555,201734,215758,221926,218370,198388,124805,98578,77625,63344,50473,38396,2607428
2009,"桃園市","Total",98517,127916,149132,151238,138149,169050,176028,165555,167386,161363,139170,110238,63095,49243,37828,32653,27138,15083,1978782
2009,"臺中","Total",121255,158379,195325,200778,192107,229668,229427,208705,218741,216395,190642,157442,91131,72677,57845,44861,31918,18465,2635761
2009,"臺南","Total",74508,93829,117468,128520,131448,159924,159867,140028,150846,159666,146264,122353,74342,64621,56585,46558,30297,18282,1875406
2009,"高雄","Total",111637,141584,174138,188434,186609,236239,247029,224197,226158,228313,217009,193184,116263,93938,72411,54238,37830,21676,2770887
2009,"宜蘭縣","Total",18570,24078,30991,33960,32891,38380,36032,33762,36206,37365,33572,28399,17369,18206,16231,12511,8003,5099,461625
2009,"新竹","Total",54870,60486,65394,65649,58959,73258,83890,79131,75418,70523,59390,48769,30556,29101,24471,19079,14287,9238,922469
2009,"苗栗縣","Total",24844,31252,36146,40717,40455,47884,44380,40357,41444,43943,39679,33778,22012,21434,19604,16034,10891,6890,561744
2009,"彰化縣","Total",60066,74852,87294,94282,98558,120163,112532,92333,94597,100101,91950,78474,50052,46299,42704,34068,21116,13026,1312467
2009,"南投縣","Total",21246,27402,33930,37801,37945,44548,40515,36478,40458,43324,39678,34086,22340,20733,19249,15233,9958,5900,530824
2009,"雲林縣","Total",30820,38541,44923,45180,47779,60465,60151,51157,53974,54680,50035,44821,32504,32013,29754,23365,14153,8480,722795
2009,"嘉義","Total",33263,44357,52807,54977,54616,66370,64976,59237,64241,66306,59477,51687,34305,33079,30894,25397,15951,9637,821577
2009,"屏東縣","Total",33970,44830,56589,60795,60956,73436,72261,64060,69349,72208,67017,59071,37848,34327,29943,23047,14630,8303,882640
2009,"臺東縣","Total",10053,12308,14802,15690,15459,18675,18160,17760,18515,18845,17402,14710,9944,8910,7704,6104,4677,2779,232497
2009,"花蓮縣","Total",13821,17539,22260,24096,22864,27945,27107,25552,26488,27261,26582,22598,14547,12675,10453,8538,6479,4159,340964
2009,"澎湖縣","Total",3930,4578,5250,6251,6788,8123,8181,7375,7371,7425,6904,5931,4026,3464,3543,3358,2222,1490,96210
2009,"基隆市","Total",13929,19063,25311,27870,26394,31028,31316,30525,32669,33982,31948,26738,15005,13125,10956,8297,6156,4009,388321
2009,"金門縣","Total",4774,3904,4174,6074,7198,7522,7800,7268,7580,7956,7889,6380,3947,3421,3024,2285,1346,1261,93803
2009,"連江縣","Total",494,461,488,635,630,815,833,873,806,854,921,686,465,245,243,200,128,142,9919
2010,"新北市","Total",158497,187970,239802,271405,276372,335910,369383,319068,319746,333467,316856,277190,169368,107886,82173,57651,43469,31154,3897367
2010,"臺北市","Total",109251,117435,157088,159227,152955,184961,209349,199682,214863,219681,216782,204419,141173,95816,80642,62642,51249,41557,2618772
2010,"桃園市","Total",95139,119010,149192,152447,141151,165515,181646,165429,168498,165066,143529,118477,71945,48709,39818,31198,28331,16960,2002060
2010,"臺中","Total",116876,146243,193177,200204,192596,224093,236399,207449,218558,217976,194828,166278,103715,71231,60389,44765,33284,20358,2648419
2010,"臺南","Total",70630,86087,115592,126842,130300,154915,163778,139151,148976,158337,149674,128323,83805,61356,57079,46944,32292,19713,1873794
2010,"高雄","Total",107002,129548,172503,186913,185942,226644,250771,222706,227010,227616,217984,201266,132138,92001,75369,54699,39345,24026,2773483
2010,"宜蘭縣","Total",17847,22216,30208,33795,32938,37110,36503,32945,36112,37095,34275,29882,19246,16874,16792,12662,8503,5483,460486
2010,"新竹","Total",53525,57207,65721,65766,59992,70274,86150,79109,76277,71532,61259,51576,33757,27277,25166,19054,14623,10094,928359
2010,"苗栗縣","Total",23681,29077,35492,40069,40422,46640,45747,39919,41388,43490,40674,35058,24153,20190,20001,16191,11314,7462,560968
2010,"彰化縣","Total",56998,69116,86602,92639,96601,116010,115107,92856,93435,99235,93245,81676,55757,43512,43409,34722,22260,14106,1307286
2010,"南投縣","Total",19637,25204,33167,37281,37358,42874,41355,35264,39772,42779,40327,35563,24544,19576,19503,15421,10464,6402,526491
2010,"雲林縣","Total",28554,35377,44971,45355,46371,57782,60550,50800,53418,54896,50382,46633,34603,29713,30249,23791,15175,9033,717653
2010,"嘉義","Total",30678,40318,52547,54783,53993,63544,65602,57813,63503,65919,60582,53977,37435,30781,31271,25497,17027,10368,815638
2010,"屏東縣","Total",31153,40741,55029,60704,59986,69776,72870,62376,68266,71506,67645,61175,41975,32331,30358,23215,15455,8948,873509
2010,"臺東縣","Total",9472,11339,14586,15664,15218,17897,18155,17256,18345,18900,17426,15494,10815,8454,7775,6116,4646,3115,230673
2010,"花蓮縣","Total",13187,16138,21634,24062,22667,26590,27323,24928,26276,27271,26513,23605,16193,12111,10692,8405,6636,4574,338805
2010,"澎湖縣","Total",3692,4236,5232,6470,6971,7986,8417,7375,7409,7467,7072,6089,4467,3309,3438,3351,2338,1599,96918
2010,"基隆市","Total",12887,16887,24614,27460,26585,29629,31037,29356,32051,33617,32102,28105,17458,12022,11473,8304,6161,4386,384134
2010,"金門縣","Total",4898,3710,4251,6428,7663,7783,8131,7381,7725,8151,8336,6995,4241,3451,3061,2392,1403,1364,97364
2010,"連江縣","Total",489,445,506,640,656,766,837,841,817,867,901,748,493,250,228,189,130,141,9944
2011,"新北市","Total",157308,180882,228694,269741,280268,315599,365721,329334,317079,332740,319905,286645,198056,109675,87781,58645,44540,33838,3916451
2011,"臺北市","Total",118587,113973,150406,159484,153631,177500,216540,210747,214188,218318,213903,205816,159676,96016,83836,62406,51362,44579,2650968
2011,"桃園市","Total",92473,114281,143904,154275,144772,155610,180379,169176,168300,167496,146921,124050,83098,49120,41700,30459,28572,18719,2013305
2011,"臺中","Total",116961,139939,184435,202426,195804,213299,237968,213603,216212,219520,198585,171563,118927,71034,62703,45095,33914,22406,2664394
2011,"臺南","Total",71356,82769,110341,126082,131091,145959,163859,143987,145520,157082,152407,131003,96811,58900,57926,47029,33381,21457,1876960
2011,"高雄","Total",105145,124066,163959,187012,188121,211849,246337,229390,225187,227373,218848,203415,152316,90635,79222,55026,40299,26270,2774470
2011,"宜蘭縣","Total",17243,21052,28604,33803,33367,34923,36233,33209,35445,36990,34919,30738,21869,15985,17020,12823,8850,5988,459061
2011,"新竹","Total",53297,56046,64291,66622,61601,66478,85740,82345,77335,72719,63027,53140,38040,26307,25846,19209,14731,10919,937693
2011,"苗栗縣","Total",23629,27682,33967,39969,40866,44332,46794,40550,40926,43119,41565,36220,26918,19227,20541,15946,11790,7969,562010
2011,"彰化縣","Total",55466,65570,83199,92538,95766,109214,115314,95707,91539,98616,94438,83426,63092,41631,43575,35197,23501,15250,1303039
2011,"南投縣","Total",18493,23520,31767,37180,37420,40120,40982,35571,38653,42477,41143,36171,27465,18755,19818,15411,10885,6976,522807
2011,"雲林縣","Total",27172,33249,43644,46010,45702,54126,59318,52059,51801,55701,51297,46384,38079,28752,30502,23898,16084,9778,713556
2011,"嘉義","Total",28540,37556,50424,54973,54336,59271,64410,58220,61597,66159,61783,54458,42473,29035,31403,25624,17841,11365,809468
2011,"屏東縣","Total",28671,37984,51709,60988,60058,65056,71183,63061,66489,70965,68525,61560,47741,30736,30810,23324,16128,9541,864529
2011,"臺東縣","Total",8940,10691,13916,15641,15152,16712,17574,17159,18145,18899,17607,15709,12091,8151,7843,6068,4671,3321,228290
2011,"花蓮縣","Total",12798,15251,20416,24097,22810,24833,26949,25113,26109,26874,26661,24151,18050,12009,10863,8359,6543,4952,336838
2011,"澎湖縣","Total",3594,3975,5140,6591,7178,7602,8273,7594,7340,7462,7318,6216,4791,3374,3311,3311,2422,1665,97157
2011,"基隆市","Total",11692,15859,22922,27197,27037,27375,30091,29008,31305,33254,32468,28909,20299,11420,11788,8357,6238,4708,379927
